OrderID,Date,Region,Product,Category,Sales,Profit,Quantity
1163,2023-04-10 05:47:05.354462051,Manchester,Monitor,Technology,367,63,4
1164,2023-04-10 20:23:49.190992493,Birmingham,Phone,Technology,285,48,1
1165,2023-04-11 11:00:33.027522935,Birmingham,Laptop,Technology,383,85,3
1166,2023-04-12 01:37:16.864053377,Liverpool,Notebook,Office Supplies,425,80,1
1167,2023-04-12 16:14:00.700583819,Birmingham,Chair,Furniture,1210,322,2
1168,2023-04-13 06:50:44.537114261,Manchester,Chair,Furniture,637,149,3
1169,2023-04-13 21:27:28.373644703,Birmingham,Desk,Furniture,562,64,2
1170,2023-04-14 12:04:12.210175145,London,Notebook,Office Supplies,1369,312,5
1171,2023-04-15 02:40:56.046705587,Birmingham,Printer,Office Supplies,1393,214,2
1172,2023-04-15 17:17:39.883236030,Leeds,Tablet,Technology,967,211,5
1173,2023-04-16 07:54:23.719766472,London,Monitor,Technology,1422,335,5
1174,2023-04-16 22:31:07.556296914,Liverpool,Notebook,Office Supplies,922,134,2
1175,2023-04-17 13:07:51.392827356,Leeds,Desk,Furniture,1302,249,2
1176,2023-04-18 03:44:35.229357798,Manchester,Tablet,Technology,319,44,5
1177,2023-04-18 18:21:19.065888240,Manchester,Tablet,Technology,847,93,3
1178,2023-04-19 08:58:02.902418682,Manchester,Laptop,Technology,1364,239,5
1179,2023-04-19 23:34:46.738949124,Leeds,Tablet,Technology,774,133,4
1180,2023-04-20 14:11:30.575479566,Leeds,Printer,Office Supplies,1238,370,5
1181,2023-04-21 04:48:14.412010008,Leeds,Chair,Furniture,54,10,3
1182,2023-04-21 19:24:58.248540450,London,Desk,Furniture,900,150,4
1183,2023-04-22 10:01:42.085070892,London,Tablet,Technology,1452,313,1
1184,2023-04-23 00:38:25.921601334,Manchester,Laptop,Technology,127,14,1
1185,2023-04-23 15:15:09.758131776,Birmingham,Printer,Office Supplies,1483,433,3
1186,2023-04-24 05:51:53.594662218,Manchester,Phone,Technology,623,141,5
1187,2023-04-24 20:28:37.431192660,Liverpool,Chair,Furniture,181,45,2
1188,2023-04-25 11:05:21.267723102,London,Chair,Furniture,650,87,3
1189,2023-04-26 01:42:05.104253544,Leeds,Desk,Furniture,1115,202,4
1190,2023-04-26 16:18:48.940783986,London,Chair,Furniture,138,25,4
1191,2023-04-27 06:55:32.777314428,Leeds,Tablet,Technology,451,119,1
1192,2023-04-27 21:32:16.613844870,Liverpool,Laptop,Technology,345,34,4
1193,2023-04-28 12:09:00.450375312,Liverpool,Chair,Furniture,1368,219,3
1194,2023-04-29 02:45:44.286905754,London,Chair,Furniture,665,197,4
1195,2023-04-29 17:22:28.123436196,Leeds,Phone,Technology,849,165,3
1196,2023-04-30 07:59:11.959966638,Liverpool,Phone,Technology,471,83,2
1197,2023-04-30 22:35:55.796497080,Manchester,Monitor,Technology,1096,135,1
1198,2023-05-01 13:12:39.633027522,Manchester,Printer,Office Supplies,624,183,4
1199,2023-05-02 03:49:23.469557964,Leeds,Tablet,Technology,192,19,3
1200,2023-05-02 18:26:07.306088406,London,Chair,Furniture,1042,257,5
1201,2023-05-03 09:02:51.142618848,Liverpool,Notebook,Office Supplies,714,181,1
1202,2023-05-03 23:39:34.979149290,London,Chair,Furniture,194,28,2
1203,2023-05-04 14:16:18.815679732,Manchester,Laptop,Technology,1298,304,3
1204,2023-05-05 04:53:02.652210174,Liverpool,Monitor,Technology,1056,125,2
1205,2023-05-05 19:29:46.488740616,London,Printer,Office Supplies,552,83,2
1206,2023-05-06 10:06:30.325271058,Birmingham,Notebook,Office Supplies,870,224,4
1207,2023-05-07 00:43:14.161801500,Leeds,Monitor,Technology,153,41,4
1208,2023-05-07 15:19:57.998331942,Leeds,Desk,Furniture,1112,246,3
1209,2023-05-08 05:56:41.834862384,Birmingham,Printer,Office Supplies,247,49,5
1210,2023-05-08 20:33:25.671392826,Manchester,Chair,Furniture,628,82,3
1211,2023-05-09 11:10:09.507923268,Liverpool,Chair,Furniture,440,49,5
1212,2023-05-10 01:46:53.344453710,Leeds,Printer,Office Supplies,1252,154,2
1213,2023-05-10 16:23:37.180984152,Birmingham,Chair,Furniture,603,87,1
1214,2023-05-11 07:00:21.017514594,Birmingham,Tablet,Technology,1088,183,3
1215,2023-05-11 21:37:04.854045036,Manchester,Printer,Office Supplies,1362,239,3
1216,2023-05-12 12:13:48.690575478,Manchester,Monitor,Technology,527,89,5
1217,2023-05-13 02:50:32.527105920,London,Printer,Office Supplies,1304,192,2
1218,2023-05-13 17:27:16.363636362,Leeds,Notebook,Office Supplies,972,196,2
1219,2023-05-14 08:04:00.200166804,London,Chair,Furniture,469,124,5
1220,2023-05-14 22:40:44.036697246,Birmingham,Tablet,Technology,206,32,2
1221,2023-05-15 13:17:27.873227688,Liverpool,Tablet,Technology,599,172,4
1222,2023-05-16 03:54:11.709758130,Liverpool,Desk,Furniture,1170,321,1
1223,2023-05-16 18:30:55.546288572,Manchester,Monitor,Technology,1070,141,3
1224,2023-05-17 09:07:39.382819016,Liverpool,Phone,Technology,1046,269,1
1225,2023-05-17 23:44:23.219349458,Liverpool,Phone,Technology,1484,318,3
1226,2023-05-18 14:21:07.055879900,Liverpool,Printer,Office Supplies,1000,213,4
1227,2023-05-19 04:57:50.892410342,Birmingham,Desk,Furniture,338,60,2
1228,2023-05-19 19:34:34.728940784,Liverpool,Laptop,Technology,1327,265,5
1229,2023-05-20 10:11:18.565471226,Liverpool,Printer,Office Supplies,245,43,4
1230,2023-05-21 00:48:02.402001668,Liverpool,Desk,Furniture,647,134,1
1231,2023-05-21 15:24:46.238532110,London,Monitor,Technology,566,127,5
1232,2023-05-22 06:01:30.075062552,Birmingham,Monitor,Technology,914,214,2
1233,2023-05-22 20:38:13.911592994,Manchester,Monitor,Technology,1191,245,4
1234,2023-05-23 11:14:57.748123436,London,Monitor,Technology,855,208,5
1235,2023-05-24 01:51:41.584653878,Leeds,Monitor,Technology,1232,158,4
1236,2023-05-24 16:28:25.421184320,Birmingham,Desk,Furniture,864,123,4
1237,2023-05-25 07:05:09.257714762,Birmingham,Desk,Furniture,277,73,2
1238,2023-05-25 21:41:53.094245204,Leeds,Tablet,Technology,265,43,3
1239,2023-05-26 12:18:36.930775646,Leeds,Notebook,Office Supplies,997,104,5
1240,2023-05-27 02:55:20.767306088,Leeds,Phone,Technology,64,8,2
1241,2023-05-27 17:32:04.603836530,Manchester,Chair,Furniture,1230,178,4
1242,2023-05-28 08:08:48.440366972,Liverpool,Monitor,Technology,1334,388,2
1243,2023-05-28 22:45:32.276897414,Birmingham,Laptop,Technology,1230,263,3
1244,2023-05-29 13:22:16.113427856,Liverpool,Chair,Furniture,96,27,5
1245,2023-05-30 03:58:59.949958298,Liverpool,Desk,Furniture,373,80,3
1246,2023-05-30 18:35:43.786488740,Leeds,Laptop,Technology,893,174,1
1247,2023-05-31 09:12:27.623019182,Manchester,Laptop,Technology,179,29,5
1248,2023-05-31 23:49:11.459549624,London,Laptop,Technology,1484,328,3
1249,2023-06-01 14:25:55.296080066,Manchester,Tablet,Technology,144,18,4
1250,2023-06-02 05:02:39.132610508,Liverpool,Desk,Furniture,676,189,5
1251,2023-06-02 19:39:22.969140950,Manchester,Laptop,Technology,804,213,5
1252,2023-06-03 10:16:06.805671392,Leeds,Monitor,Technology,1365,223,2
1253,2023-06-04 00:52:50.642201834,London,Printer,Office Supplies,843,244,4
1254,2023-06-04 15:29:34.478732276,Leeds,Laptop,Technology,1356,359,1
1255,2023-06-05 06:06:18.315262718,London,Tablet,Technology,118,27,3
1256,2023-06-05 20:43:02.151793160,Liverpool,Chair,Furniture,60,7,2
1257,2023-06-06 11:19:45.988323602,London,Desk,Furniture,1327,259,3
1258,2023-06-07 01:56:29.824854044,London,Notebook,Office Supplies,921,185,1
1259,2023-06-07 16:33:13.661384486,London,Tablet,Technology,599,87,1
1260,2023-06-08 07:09:57.497914928,Manchester,Laptop,Technology,1207,140,5
1261,2023-06-08 21:46:41.334445370,Manchester,Desk,Furniture,761,194,1
1262,2023-06-09 12:23:25.170975812,Liverpool,Printer,Office Supplies,72,8,3
1263,2023-06-10 03:00:09.007506254,London,Laptop,Technology,864,189,4
1264,2023-06-10 17:36:52.844036696,Birmingham,Tablet,Technology,395,113,4
1265,2023-06-11 08:13:36.680567138,Liverpool,Phone,Technology,351,96,5
1266,2023-06-11 22:50:20.517097580,London,Monitor,Technology,412,64,3
1267,2023-06-12 13:27:04.353628022,London,Notebook,Office Supplies,445,120,3
1268,2023-06-13 04:03:48.190158464,Manchester,Chair,Furniture,267,26,1
1269,2023-06-13 18:40:32.026688906,Liverpool,Tablet,Technology,190,19,3
1270,2023-06-14 09:17:15.863219348,London,Desk,Furniture,1007,222,2
1271,2023-06-14 23:53:59.699749790,London,Notebook,Office Supplies,1283,221,1
1272,2023-06-15 14:30:43.536280232,Liverpool,Notebook,Office Supplies,1034,183,2
1273,2023-06-16 05:07:27.372810674,Birmingham,Notebook,Office Supplies,1042,221,5
1274,2023-06-16 19:44:11.209341116,Liverpool,Laptop,Technology,877,121,4
1275,2023-06-17 10:20:55.045871558,Liverpool,Monitor,Technology,732,104,5
1276,2023-06-18 00:57:38.882402000,Birmingham,Laptop,Technology,1053,207,4
1277,2023-06-18 15:34:22.718932442,Liverpool,Desk,Furniture,405,101,5
1278,2023-06-19 06:11:06.555462884,London,Laptop,Technology,1057,236,3
1279,2023-06-19 20:47:50.391993326,Liverpool,Phone,Technology,1397,222,2
1280,2023-06-20 11:24:34.228523768,Birmingham,Monitor,Technology,1206,224,4
1281,2023-06-21 02:01:18.065054210,Leeds,Monitor,Technology,937,125,1
1282,2023-06-21 16:38:01.901584652,Liverpool,Desk,Furniture,176,20,2
1283,2023-06-22 07:14:45.738115094,Manchester,Chair,Furniture,1179,302,1
1284,2023-06-22 21:51:29.574645536,London,Phone,Technology,1058,161,2
1285,2023-06-23 12:28:13.411175978,London,Tablet,Technology,653,88,2
1286,2023-06-24 03:04:57.247706420,Manchester,Laptop,Technology,1451,345,5
1287,2023-06-24 17:41:41.084236862,Manchester,Printer,Office Supplies,1063,237,4
1288,2023-06-25 08:18:24.920767304,Liverpool,Laptop,Technology,100,22,4
1289,2023-06-25 22:55:08.757297748,Manchester,Notebook,Office Supplies,1102,160,2
1290,2023-06-26 13:31:52.593828190,Leeds,Laptop,Technology,1369,200,3
1291,2023-06-27 04:08:36.430358632,Birmingham,Tablet,Technology,1370,197,3
1292,2023-06-27 18:45:20.266889074,Manchester,Laptop,Technology,828,111,1
1293,2023-06-28 09:22:04.103419516,Manchester,Phone,Technology,1480,342,1
1294,2023-06-28 23:58:47.939949958,Leeds,Phone,Technology,863,232,5
1295,2023-06-29 14:35:31.776480400,London,Monitor,Technology,1478,361,2
1296,2023-06-30 05:12:15.613010842,London,Desk,Furniture,1419,366,1
1297,2023-06-30 19:48:59.449541284,Liverpool,Chair,Furniture,469,84,1
1298,2023-07-01 10:25:43.286071726,Leeds,Printer,Office Supplies,1255,289,2
1299,2023-07-02 01:02:27.122602168,Birmingham,Notebook,Office Supplies,1032,176,5
1300,2023-07-02 15:39:10.959132610,Birmingham,Laptop,Technology,874,179,1
1301,2023-07-03 06:15:54.795663052,Leeds,Laptop,Technology,1074,210,5
1302,2023-07-03 20:52:38.632193494,Birmingham,Tablet,Technology,616,83,4
1303,2023-07-04 11:29:22.468723936,London,Desk,Furniture,420,74,5
1304,2023-07-05 02:06:06.305254378,Birmingham,Phone,Technology,985,288,3
1305,2023-07-05 16:42:50.141784820,Birmingham,Printer,Office Supplies,710,106,3
1306,2023-07-06 07:19:33.978315262,Leeds,Monitor,Technology,1018,129,5
1307,2023-07-06 21:56:17.814845704,Leeds,Phone,Technology,1382,253,3
1308,2023-07-07 12:33:01.651376146,Birmingham,Notebook,Office Supplies,1210,312,4
1309,2023-07-08 03:09:45.487906588,Manchester,Desk,Furniture,251,54,2
1310,2023-07-08 17:46:29.324437030,Leeds,Notebook,Office Supplies,362,85,3
1311,2023-07-09 08:23:13.160967472,Liverpool,Chair,Furniture,166,22,3
1312,2023-07-09 22:59:56.997497914,Liverpool,Monitor,Technology,986,220,5
1313,2023-07-10 13:36:40.834028356,London,Chair,Furniture,624,102,4
1314,2023-07-11 04:13:24.670558798,Birmingham,Tablet,Technology,293,78,2
1315,2023-07-11 18:50:08.507089240,Manchester,Notebook,Office Supplies,586,132,5
1316,2023-07-12 09:26:52.343619682,London,Tablet,Technology,124,17,5
1317,2023-07-13 00:03:36.180150124,Birmingham,Laptop,Technology,435,49,4
1318,2023-07-13 14:40:20.016680566,Leeds,Chair,Furniture,1283,139,2
1319,2023-07-14 05:17:03.853211008,Liverpool,Desk,Furniture,524,91,4
1320,2023-07-14 19:53:47.689741450,Manchester,Notebook,Office Supplies,467,71,2
1321,2023-07-15 10:30:31.526271892,Liverpool,Printer,Office Supplies,396,90,4
1322,2023-07-16 01:07:15.362802334,Leeds,Monitor,Technology,689,137,5
1323,2023-07-16 15:43:59.199332776,Birmingham,Phone,Technology,988,151,5
1324,2023-07-17 06:20:43.035863218,Leeds,Desk,Furniture,1004,130,1
1325,2023-07-17 20:57:26.872393660,Leeds,Desk,Furniture,925,116,3
1326,2023-07-18 11:34:10.708924102,Liverpool,Tablet,Technology,812,221,4
1327,2023-07-19 02:10:54.545454544,Manchester,Chair,Furniture,1252,186,1
1328,2023-07-19 16:47:38.381984986,Leeds,Notebook,Office Supplies,1255,289,3
1329,2023-07-20 07:24:22.218515428,Liverpool,Notebook,Office Supplies,713,186,4
1330,2023-07-20 22:01:06.055045870,Manchester,Laptop,Technology,74,16,2
1331,2023-07-21 12:37:49.891576312,Birmingham,Laptop,Technology,1253,340,3
1332,2023-07-22 03:14:33.728106754,Birmingham,Monitor,Technology,759,135,5
1333,2023-07-22 17:51:17.564637196,London,Tablet,Technology,1234,359,1
1334,2023-07-23 08:28:01.401167638,Liverpool,Desk,Furniture,226,28,3
1335,2023-07-23 23:04:45.237698080,Manchester,Notebook,Office Supplies,334,40,3
1336,2023-07-24 13:41:29.074228522,Leeds,Printer,Office Supplies,112,25,5
1337,2023-07-25 04:18:12.910758964,Birmingham,Tablet,Technology,1052,303,4
1338,2023-07-25 18:54:56.747289406,Manchester,Monitor,Technology,711,186,2
1339,2023-07-26 09:31:40.583819848,Liverpool,Monitor,Technology,715,82,5
1340,2023-07-27 00:08:24.420350290,London,Tablet,Technology,205,31,2
1341,2023-07-27 14:45:08.256880732,Birmingham,Monitor,Technology,1122,320,4
1342,2023-07-28 05:21:52.093411174,Manchester,Tablet,Technology,1016,153,3
